text,actual,predicted,probability_not_disaster,probability_disaster,clean_text,correct
#Repost • • • • • • Politicians know gun control laws don't stop mass shooting(multiple murders) anymore…,0,0,0.9234387751777706,0.07656122482222938,repost politicians know gun control laws dont stop mass shootingmultiple murders anymore,True
Bond King' Jeffrey Gundlach Is Horrified that Bernie Sanders Will Crash the Stock Exchange https://t.co/8yLtu7mvf7 https://t.co/Tpt9Wfbkzi,0,0,0.8681085196349594,0.13189148036504067,bond king jeffrey gundlach horrified bernie sanders crash stock exchange,True
Climate change could lead to more injuries and deaths https://t.co/hCgHlk2O6P,0,0,0.856338854639437,0.1436611453605629,climate change could lead injuries deaths,True
NWS Alert&gt; Small Stream Flood Advisory for Poor Drainage Areas for N Union County In NE Mississippi. S Tippah Count… https://t.co/NzfUgq0Zee,0,0,0.8281412651238862,0.17185873487611383,nws alertgt small stream flood advisory poor drainage areas n union county ne mississippi tippah count,True
This myth that the British are less racist than other countries. British people already have their own definition of racism tha…,0,0,0.7428136534661165,0.25718634653388345,myth british less racist countries british people already definition racism tha,True
Human remains found in bag in Dublin estate https://t.co/GUtjEbp46k via,1,1,0.3919076269630323,0.6080923730369677,human remains found bag dublin estate via,True
"This campaign would NEVER attack supporters. The script, which was not directed by the campaign, pointed…",0,0,0.9255293257867253,0.07447067421327472,campaign would never attack supporters script directed campaign pointed,True
“can my friend smoke with us too?” https://t.co/Gi8R9L30Eo,0,0,0.8233263103448395,0.17667368965516048,friend smoke us,True
"But if you want to talk about Hitlery, she did pay a foreign national to investigat… https://t.co/FY1SIQWLB3",0,0,0.9429407048652299,0.05705929513477018,want talk hitlery pay foreign national investigat,True
"Hard to believe that today is two years since I set off to film Casualty in Cardiff, and two years since I met… https://t.co/CefYC5NvWF",0,0,0.5777603889331614,0.4222396110668386,hard believe today two years since set film casualty cardiff two years since met,True
MASTER SYSTEM MONDAY: CHOPLIFTER In 1986 Sega pilots went behind enemy lines in order to rescue hostages in prisoner of…,1,0,0.8018166574541274,0.19818334254587253,master system monday choplifter sega pilots went behind enemy lines order rescue hostages prisoner,False
"📄 SPOTLIGHT: In our latest AFC on The Right To Sexuality, Sana Tajuddin from writes on the need to addre… https://t.co/7pcQzPbURr",0,0,0.9169841849924752,0.08301581500752475,spotlight latest afc right sexuality sana tajuddin writes need addre,True
Masks should be prepared if you don't want to face hazardous circumstances.,0,0,0.9202822204651357,0.0797177795348643,masks prepared dont want face hazardous circumstances,True
Young babies taken away from their nursing moms 2 be hostages for rest of their lifes #BABYKILLERS #SOULEATERS https://…,1,0,0.7917033756881805,0.2082966243118195,young babies taken away nursing moms hostages rest lifes babykillers souleaters,False
"They died. US critical cases casualties were transferred by ""C17 'Flying Hospital' - Air force nurse""… https://t.co/rGEyNO3pgL",0,0,0.6308345537816874,0.3691654462183126,died us critical cases casualties transferred c flying hospital air force nurse,True
The Turkish ban on genetic testing like 23 and Me is actually enforced by the EU out of fear Turks will demand the rec…,0,0,0.9596832878819914,0.04031671211800858,turkish ban genetic testing like actually enforced eu fear turks demand rec,True
"⠀⠀When you walk through the fire, ⠀⠀you will not be scorched, and the ⠀⠀flames will not set you ablaze. ──── product…",0,0,0.6668774847473511,0.3331225152526489,walk fire scorched flames set ablaze product,True
"The security forces of Nigeria are working continuously to return those taken hostage by Boko Haram to their families, friend…",1,0,0.8318740074255865,0.16812599257441352,security forces nigeria working continuously return taken hostage boko haram families friend,False
I think he felt more comfortable in a war zone.' Cybil War talks about the first time his army dad attended his d… https://t.co/KL9ByNCWDy,0,0,0.8578608118324239,0.14213918816757612,think felt comfortable war zone cybil war talks first time army dad attended,True
Live as M4 drivers face four miles of queues after crash near Slough #driving #news https://t.co/cXrtD8u2B9,1,0,0.6150622383700131,0.3849377616299869,live drivers face four miles queues crash near slough driving news,False
Y’all forget survived Angola he a real 1 fasho fasho https://t.co/MwgBaiRU5g,0,0,0.8441424770371637,0.15585752296283623,yall forget survived angola real fasho fasho,True
get the stretcher ready😂!,0,0,0.9482291893590582,0.0517708106409418,get stretcher ready,True
"⠀ that smoke wasn't bothering him , he was a smoker as well after all . Body leaning forward just a little ; causin… https://t.co/TUyBo72MyJ",0,0,0.9065448094900092,0.09345519050999083,smoke wasnt bothering smoker well body leaning forward little causin,True
And isn’t it a strange coincidence that the people who support… https://t.co/lxCXpccpRp,0,0,0.9392938599020103,0.06070614009798973,isnt strange coincidence people support,True
Got about 90% of my stuff moved back to my parents' place. Gotta gather the rest together so it can be moved tomor… https://t.co/ET93EVOL9D,0,0,0.8839085521124456,0.11609144788755442,got stuff moved back parents place gotta gather rest together moved tomor,True
Tell #Congress to protect American workers; kill bill #HR1044/#S386 (and end the inundation of infinite Indians). Here…,0,0,0.8978020248999099,0.10219797510009015,tell congress protect american workers kill bill hrs end inundation infinite indians,True
"""I’ve worked for over a decade to help reduce civilian casualties in conflict,"" writes. ""I’ve looked, in g…",0,0,0.922665390774228,0.07733460922577197,ive worked decade help reduce civilian casualties conflict writes ive looked g,True
Parents heart-broken after EF-2 tornado damages school in Union Grove - WAAY: https://t.co/c1pNasjID7,1,0,0.675267544382389,0.32473245561761094,parents heartbroken ef tornado damages school union grove waay,False
"“From the outset, the ploy of Pelosi withholding the House impeachment articles was as implausible as it was hypocritical…",0,0,0.9046589095416798,0.09534109045832016,outset ploy pelosi withholding house impeachment articles implausible hypocritical,True
I’m screaming bc the baby probably still seeing in black and white and she’s screaming at imthekdjenendnx,0,0,0.965797124516019,0.03420287548398103,im screaming bc baby probably still seeing black white shes screaming imthekdjenendnx,True
That's called hijacking :))),0,0,0.88487600011916,0.11512399988084003,thats called hijacking,True
...or pulling over for an ambulance,0,0,0.8090045602105875,0.19099543978941244,pulling ambulance,True
". invests over £99 million in , which provides Israel's military with bulldozers it uses to demolish…",0,0,0.8501395266817627,0.14986047331823726,invests million provides israels military bulldozers uses demolish,True
It’s funny how buildings people want to develop have a habit of mysteriously… https://t.co/EqizafeMI6,0,0,0.8564011230355184,0.14359887696448162,funny buildings people want develop habit mysteriously,True
My suggestion is continue your Oxford and focus on your life. PH is definitely 1 term gov! From Unable t…,0,0,0.8831576570433822,0.11684234295661775,suggestion continue oxford focus life ph definitely term gov unable,True
I wonder who’s Rick or Ricky because that dude is bleeding!!!,0,0,0.9050041135516129,0.09499588644838702,wonder whos rick ricky dude bleeding,True
"For those who are sad, please don't let sadness destroy you.",0,0,0.9605021362298862,0.03949786377011376,sad please dont let sadness destroy,True
Any man that puts Luiz Ortiz to sleep “Twice” is clearly a very very good fighter. That’s all I’m saying. I would p… https://t.co/Y4XSyYePw9,0,0,0.948719176132504,0.051280823867495995,man puts luiz ortiz sleep twice clearly good fighter thats im saying would p,True
"The lake volcano, already spewing thick layers of ash onto Manila, could violently erupt within “hours or days”, prompti…",1,1,0.472250852266316,0.527749147733684,lake volcano already spewing thick layers ash onto manila could violently erupt within hours days prompti,True
I do not mind being wounded. ... as long as it is over.,0,0,0.8913245988519879,0.10867540114801208,mind wounded long,True
"22,000 trees to be cut down to expand #maafaru airport. a lagoon to be permanently destroyed. an airport that has already c…",0,0,0.8115937768259697,0.18840622317403033,trees cut expand maafaru airport lagoon permanently destroyed airport already c,True
he looks like he was put through the taffy stretcher,0,0,0.9718118243446412,0.02818817565535883,looks like put taffy stretcher,True
DRIP OR DROWN AFTER SO MANY PAGES DELETED ... I REACHED 150K ... JUST FINISHED SHOOTING ... NEW CONTENT ... CL!CK T… https://t.co/uYWUncP7kk,0,0,0.835677949129742,0.16432205087025795,drip drown many pages deleted reached k finished shooting new content clck,True
You forgot to forget You forgot to lament You forgot to not to get pissed off when n*ggas moved in Why'd you forget? How…,0,0,0.8663774299640861,0.1336225700359139,forgot forget forgot lament forgot get pissed nggas moved whyd forget,True
cars are crucial to the American psyche not because they represent individual freedom but because they flatter our deat…,0,0,0.813295926403881,0.18670407359611899,cars crucial american psyche represent individual freedom flatter deat,True
"And to think that without his feckless dilettante mother &amp; corrupt, kleptocratic father’s obnoxious wealth &amp; sleazy conn…",0,0,0.9260633073931065,0.07393669260689355,think without feckless dilettante mother amp corrupt kleptocratic fathers obnoxious wealth amp sleazy conn,True
Oh you can all stop saying this movie should get it....blizzard makes better cut scenes in almost every game it makes.,0,0,0.9628924771073215,0.037107522892678546,oh stop saying movie get itblizzard makes better cut scenes almost every game makes,True
Obama didn't trade bullions for hostages. Reagan traded guns for hostage… https://t.co/7Hmeg7VZCj,0,0,0.942804064444013,0.05719593555598699,obama didnt trade bullions hostages reagan traded guns hostage,True
We try our best each week. It’s a deluge of poetry so some people get less of a r… https://t.co/aTfRJa8nkw,0,0,0.9572720810194825,0.04272791898051757,try best week deluge poetry people get less r,True
"1/ In #Braidwood farmers already crippled by drought have lost 100s of kilometres of fencing in #AustraliaFires. Today, a…",1,0,0.7846371023750071,0.21536289762499297,braidwood farmers already crippled drought lost kilometres fencing australiafires today,False
Dayum boi u didnt have to ABSOLUTELY OBLITERATE THEM LIKE THAT,0,0,0.9723568330112295,0.027643166988770427,dayum boi u didnt absolutely obliterate like,True
Is Vancouver getting another earthquake soon,0,0,0.6944185879061446,0.30558141209385536,vancouver getting another earthquake soon,True
the tiktok of that girl(dorothea) badly singing we belong together by mariah with someone filming her(ferdie) and a guy on a s…,0,0,0.9083137899687458,0.09168621003125424,tiktok girldorothea badly singing belong together mariah someone filming herferdie guy,True
"Final random thought of the night, I'm sleepy. Will the dynomax weather system return in the new wild areas? My gu… https://t.co/Ne16DMhj3P",0,0,0.7789513244252627,0.2210486755747373,final random thought night im sleepy dynomax weather system return new wild areas gu,True
"spiderverse won best animated, and black panther was nominated for best picture last year wym finally",0,0,0.8776734784019753,0.12232652159802472,spiderverse best animated black panther nominated best picture last year wym finally,True
Apocalypse 💀💀💀 #deathknight #worldofwarcraft https://t.co/GFBi8WFXVo,0,0,0.6973750347737315,0.3026249652262685,apocalypse deathknight worldofwarcraft,True
"Can someone please explain why “debt &amp; deficit disaster”, “pink batts”, “LNP better economic managers” got currency, &amp; mo…",0,0,0.9385615833126552,0.06143841668734489,someone please explain debt amp deficit disaster pink batts lnp better economic managers got currency amp mo,True
"He shoots out a bus window during a bus hijacking, and precisely grazes Ran's leg to render her useless as a hostag… https://t.co/rcx9wOloLn",0,0,0.5721487726267569,0.4278512273732431,shoots bus window bus hijacking precisely grazes rans leg render useless hostag,True
FLOTUS is wearing a rain coat in a closed stadium! Code for “Storm is upon us?” https://t.co/j2ATKJamER,0,0,0.789556788668401,0.21044321133159902,flotus wearing rain coat closed stadium code storm upon us,True
One more peep out of that country and I would love to turn it into rubble.,0,0,0.9373851953284641,0.06261480467153589,one peep country would love turn rubble,True
Protect himself instead of a being a little coward. You want to engage in contact whet… https://t.co/3vwA5wiquH,0,0,0.9063478836518037,0.09365211634819627,protect instead little coward want engage contact whet,True
Long-acting beta-2 agonists - such as salmeterol and formoterol - should be used in asthma only if combined with an inhale…,0,0,0.9092664013821361,0.09073359861786395,longacting beta agonists salmeterol formoterol used asthma combined inhale,True
"Sinkhole swallows bus and passengers, killing at least 6 https://t.co/LJV9hRxxP3",1,1,0.10761456226799271,0.8923854377320073,sinkhole swallows bus passengers killing least,True
Colorado police arrest suspect after 8 injured in apparent ‘random’ stabbing – National https://t.co/rD4WpnroQf,1,0,0.5289719352477085,0.47102806475229153,colorado police arrest suspect injured apparent random stabbing national,False
"New bug, and interesting interaction. I have no idea why an health item would make barrels explode. #gamedev #gamemaker #indi…",0,0,0.9667997982175185,0.03320020178248146,new bug interesting interaction idea health item would make barrels explode gamedev gamemaker indi,True
"From what I've seen with other RW boycotts, this too will be nothing more than a sneeze in a windstorm.",0,0,0.7897576113081614,0.21024238869183862,ive seen rw boycotts nothing sneeze windstorm,True
Until I drown in my ass https://t.co/pXmd9euUt8,0,0,0.9142890530996769,0.0857109469003231,drown ass,True
"It can have a profound impact on a person’s emotional and mental health. If you or someone you know is struggling, pleas…",0,0,0.9169919194096723,0.08300808059032777,profound impact persons emotional mental health someone know struggling pleas,True
"1 million coins left after I've built my team, do I put it all into upgrade packs or finish Hazard?",0,0,0.909436009144947,0.09056399085505296,million coins left ive built team put upgrade packs finish hazard,True
Zuckerberg views Democrats as an existential threat. He will do ANYTHING to keep Trump and…,0,0,0.9400719355535306,0.05992806444646933,zuckerberg views democrats existential threat anything keep trump,True
Bad danger,0,0,0.9440863337082808,0.05591366629171926,bad danger,True
So about those economic costs of #ClimateInaction eh? #BeeHives #Pollinators #Vegetables #Fruit #Wine #GrainCrops… https://t.co/QqRhFgjA89,0,0,0.8431025168899229,0.15689748311007706,economic costs climateinaction eh beehives pollinators vegetables fruit wine graincrops,True
"Police have sealed off an area of Moatview in Coolock, north Dublin, after the grim discovery. It is u… https://t.co/EIwpi182U4",1,1,0.3418496005077353,0.6581503994922647,police sealed area moatview coolock north dublin grim discovery u,True
New from #OfficialNIHR https://t.co/O0prLewE51 Hijacking antibody-induced CTLA-4 lysosomal degradation for safer an… https://t.co/hvmYWBQ9vc,0,0,0.8906242462518167,0.10937575374818334,new officialnihr hijacking antibodyinduced ctla lysosomal degradation safer,True
You electrocute our desperate daughter,0,0,0.8949156092720006,0.1050843907279994,electrocute desperate daughter,True
A Standard building has EMERGENCY EXIT and FIRE EXTINGUISHER. As a Standard Finance has INSURANCE PLAN. Contact me for the best plan.,0,0,0.8975436578738492,0.1024563421261509,standard building emergency exit fire extinguisher standard finance insurance plan contact best plan,True
"Many Iranian stars, sports and journalists break ranks to denounce the regime’s lying and cynicism in protest at downing o…",0,0,0.8385775127380944,0.16142248726190556,many iranian stars sports journalists break ranks denounce regimes lying cynicism protest downing,True
"Hey, loves! Tip lang coming from someone who survived a 7.2 magnitude earthquake and volunteered all around the province…",0,0,0.589809947459061,0.41019005254093904,hey loves tip lang coming someone survived magnitude earthquake volunteered around province,True
Norway's democratically-elected gov't wasn't overthrown in a coup sponsored by the CIA…,0,0,0.9234210668313528,0.07657893316864721,norways democraticallyelected govt wasnt overthrown coup sponsored cia,True
Which had more of an impact and which got review bombed?,0,0,0.8777102372566833,0.12228976274331667,impact got review bombed,True
Train to Cambridge from Kings Cross has been cancelled due to a derailed train... hope everyone is okay,1,1,0.41550238060059486,0.5844976193994051,train cambridge kings cross cancelled due derailed train hope everyone okay,True
Stupid poll. Most would just call 911 and don until help arrived. The average person isn't qualifi… https://t.co/kZwWZ5zfSA,0,0,0.9388816989697781,0.061118301030221846,stupid poll would call help arrived average person isnt qualifi,True
"Does ANYONE actually believe this? Given his relationship with truth? Nigel Farage 'will not take a penny' of £153,000…",0,0,0.9405871446527865,0.05941285534721357,anyone actually believe given relationship truth nigel farage take penny,True
"The ocean might drown me, but it can also set me free.",0,0,0.8685612707536834,0.13143872924631664,ocean might drown also set free,True
God’s morning! On Christ the solid rock I stand all other ground is sinking sand! Standing on the promises of Chris… https://t.co/BGzw28KKNZ,0,0,0.7990471311488316,0.2009528688511683,gods morning christ solid rock stand ground sinking sand standing promises chris,True
Six people have died and four more are missing https://t.co/TVr74mCwgP,1,1,0.3040477630425691,0.6959522369574309,six people died four missing,True
"Speak up Robert, he didn't even ei!!!we are refugees in our own country.",0,0,0.9223904244563254,0.07760957554367466,speak robert didnt even eiwe refugees country,True
"So happy to finally announce the February Line-Up of Partners that will collide in my web show ""1v1"" …",0,0,0.9323856815862122,0.06761431841378783,happy finally announce february lineup partners collide web show v,True
junho visited fancafe again 😭 he probably misses oneits same as other members and he cant do nothing but reading their messa…,0,0,0.9520910055126958,0.047908994487304256,junho visited fancafe probably misses oneits members cant nothing reading messa,True
This is the view from the roof of our office - usually we can see the MCG but today it's completely obscured by smoke haze…,0,0,0.7892701709538158,0.21072982904618423,view roof office usually see mcg today completely obscured smoke haze,True
"... from that moment. Our hearts collided on that day. 15 years and 3 kids later, she… https://t.co/6dbb2tblgU",0,0,0.8867568327352997,0.11324316726470031,moment hearts collided day years kids later,True
Disease outbreak news from the WHO: https://t.co/HIv0EeAzHy,0,0,0.6256516519627984,0.3743483480372016,disease outbreak news,True
https://t.co/stnBKX1Hgz Yup. I'll accept it. The first city was in the Middle East and now it's nothing but sand. T… https://t.co/Md12A7BDs2,0,0,0.8703646939310286,0.12963530606897142,yup ill accept first city middle east nothing sand,True
"Grief comes in waves, but you can’t escape it. If you try, you drown.",0,0,0.9122616102709417,0.08773838972905838,grief comes waves cant escape try drown,True
#Siemens now joins the #ClimateCriminals by helping open up massive coal pits t…,0,0,0.7933092710187979,0.20669072898120208,siemens joins climatecriminals helping open massive coal pits,True
"A January heat wave engulfed the eastern half of the USA, toppling records https://t.co/EorCaGeQY7",1,0,0.6699426011232825,0.3300573988767175,january heat wave engulfed eastern half usa toppling records,False
There's no battle to large that God can't take charge.,0,0,0.9697800316225758,0.030219968377424283,theres battle large god cant take charge,True
Monster Hunter X Resident Evil X Final Fantasy X The Witcher. So many universes collided in one cutscene! 😆 #REBHFun #R…,0,0,0.9309342447589916,0.06906575524100844,monster hunter x resident evil x final fantasy x witcher many universes collided one cutscene rebhfun r,True
Can... We... Please... Stop... Calling... It... SMOKE HAZE... It’s HAZARDOUS AIR... &amp; it’s inflicting multi generatio…,0,0,0.7876911035043064,0.21230889649569362,please stop calling smoke haze hazardous air amp inflicting multi generatio,True
IF 👏🏼 YOUR 👏🏼 WOMAN 👏🏼 LIKES 👏🏼 BEING 👏🏼 CHOKED 👏🏼 DURING 👏🏼 SEX 👏🏼 YOU'RE 👏🏼 SUPPOSED 👏🏼 TO 👏🏼 SQUEEZE 👏🏼 THE 👏🏼 SIDES 👏🏼 OF…,0,0,0.8821374250494537,0.11786257495054635,woman likes choked sex youre supposed squeeze sides,True
Sorry again for flooding your timeline with non-TWICE related posts. I just really have to do it for people in need. I prom…,0,0,0.8735143647178499,0.12648563528215007,sorry flooding timeline nontwice related posts really people need prom,True
Can't stop ❤❤ Here’s a song for you… Big Disaster by Black Swan https://t.co/0hFbWmiBGe,0,0,0.9507635705208546,0.049236429479145416,cant stop heres song big disaster black swan,True
Rescued Pit Bulls Save Owner's Life During Attempted Robbery https://t.co/lrvy7NpgNU,1,0,0.8008160466776594,0.19918395332234065,rescued pit bulls save owners life attempted robbery,False
"I get you thinking like that but if you think just for a minute, h… https://t.co/ejUYUQtgYE",0,0,0.9794695615686665,0.020530438431333474,get thinking like think minute h,True
DEV - Severe Thunderstorm Warning until 1/11 8:30AM CST for Franklin https://t.co/NtOrwlc9iP,1,1,0.17557537026957393,0.8244246297304261,dev severe thunderstorm warning cst franklin,True
"If you watched the final ep of #StarWars #TheMandalorian &amp; want to know more about #MoffGideon's #DarkSaber, here's on…",0,0,0.9630185993467265,0.03698140065327346,watched final ep starwars themandalorian amp want know moffgideons darksaber heres,True
👍 on : What to Wear in a Zombie Apocalypse (Zombie Survival Guide) https://t.co/Bbn6CEuM3N,0,0,0.8744271888320045,0.1255728111679954,wear zombie apocalypse zombie survival guide,True
I would have thought most of the loos would have exploded - unless they are extra heavy duty?,0,0,0.8589562916864685,0.1410437083135315,would thought loos would exploded unless extra heavy duty,True
Bon ! Fin de 3 days full smash. -3eme au smash with your bros -2eme au SUN with cash #4 -4eme au meltdown Je com… https://t.co/unxPzXVGbu,0,0,0.8933871323464926,0.10661286765350739,bon fin de days full smash eme au smash bros eme au sun cash eme au meltdown je com,True
Hi Uaenas! I'm from one of the affected areas in Batangas and we are in need of the following donations for the Taal volcano…,0,0,0.6755773681393107,0.32442263186068926,hi uaenas im one affected areas batangas need following donations taal volcano,True
"Yeah the Star Wars collab might be over in Fortnite, but I don't… https://t.co/YPPRQTr0Fd",0,0,0.9443891477761251,0.05561085222387485,yeah star wars collab might fortnite dont,True
"If a hijacker had access to your email account, they may have tried to hide what they were doing. 2/2",0,0,0.8284058260109843,0.17159417398901564,hijacker access email account may tried hide,True
"good afternoon, we're doing our best to give out goods to those who have evacuated here and are in need. pero nagkukulang…",0,0,0.922530525436267,0.07746947456373299,good afternoon best give goods evacuated need pero nagkukulang,True
Acid Attack survivors in Uttar Pradesh celebrated ji's birthday. #happybirthdaypriyankagandhi https://…,0,0,0.7777013341871695,0.2222986658128306,acid attack survivors uttar pradesh celebrated jis birthday happybirthdaypriyankagandhi,True
The Blizzard that wasn't and the Futility of Doomsday Climate Predictions https://t.co/B3tv8w0S0Z #WIBAnews,0,0,0.9464464279428317,0.053553572057168215,blizzard wasnt futility doomsday climate predictions wibanews,True
You got to take whatever pain. You gotta allow it to destroy you. Let it rip you apart. Get drugged all the way to… https://t.co/CdzveUpUNv,0,0,0.9681611139667174,0.031838886033282554,got take whatever pain gotta allow destroy let rip apart get drugged way,True
'Cos we can't get along. No resolution till we drown all these haters. Rest in Peace to Whitney Houston.,0,0,0.9356809098478818,0.06431909015211826,cos cant get along resolution till drown haters rest peace whitney houston,True
Flooding Britain with EU Migrants has made the homelessness situation even worse than the a… https://t.co/iTwtglrlw2,0,0,0.8627256280476164,0.13727437195238354,flooding britain eu migrants made homelessness situation even worse,True
but seriously trying to get help on a contractor 1. Getting lead dust all ov… https://t.co/suUAV3fWzP,0,0,0.9293979972251251,0.07060200277487495,seriously trying get help contractor getting lead dust ov,True
Is that so❓ That's too bad.🙀 Australia has many forest fires.🔥 I´m concerned about firefighters too.🚒👨‍🚒,1,0,0.7794784859312018,0.22052151406879816,thats bad australia many forest fires im concerned firefighters,False
Fukushima nuclear disaster evacuation zone now teems with wildlife https://t.co/IRYE3KHP5u via,0,0,0.6749406168889117,0.3250593831110883,fukushima nuclear disaster evacuation zone teems wildlife via,True
"Today, journalist was covering Jessica Yaniv's court appearance in B.C. As she was leaving the courthouse, the…",0,0,0.8248132687977958,0.17518673120220415,today journalist covering jessica yanivs court appearance bc leaving courthouse,True
"im RAINBOW, evit has to keep me quarantined",0,0,0.8656564560723348,0.13434354392766518,im rainbow evit keep quarantined,True
I love you shahnaz collide really I can connect you to you love you shona skin 😘😘😘😘😘😘,0,0,0.9709221096638007,0.029077890336199386,love shahnaz collide really connect love shona skin,True
"Taehyungs voice is so beautiful, but what's more admirable is how he can hits you in your heart. His voice can make you…",0,0,0.9464178476450926,0.05358215235490735,taehyungs voice beautiful whats admirable hits heart voice make,True
US military base in Iraq a few days after Iran missile attack #Iranattack https://t.co/x2Q8QiXKVc via,1,1,0.17849527178335256,0.8215047282166474,us military base iraq days iran missile attack iranattack via,True
"#KathNiel2020 will bring us Tanging Mahal. KathNiel, after their record-breaking movie THOU, will come back to primetime…",0,0,0.9485050261329397,0.05149497386706028,kathniel bring us tanging mahal kathniel recordbreaking movie thou come back primetime,True
Why did he have to be my 1st Bias 🙈 I am not ready to be attacked,0,0,0.8542035617525379,0.14579643824746216,st bias ready attacked,True
Damien Green explicitly stating that the poor will now have to rely on charity to survive in one of the so called richest…,0,0,0.9067487624939652,0.09325123750603476,damien green explicitly stating poor rely charity survive one called richest,True
Your mother and partner would be proud of you. Debussy - Engulfed Cathedral reminds me of the Lady… https://t.co/Va7EMpewLw,0,0,0.8478651249490606,0.1521348750509394,mother partner would proud debussy engulfed cathedral reminds lady,True
Help for Animal Fire Victims Premier Annastacia Palaszczuk has announced grants for wildlife carers inundated with… https://t.co/x0sedOKDlg,0,0,0.8123745072955473,0.1876254927044527,help animal fire victims premier annastacia palaszczuk announced grants wildlife carers inundated,True
Busy dreaming all sorts of creative mayhem for this year.I think I need a proper job soon to stop my head leaking i… https://t.co/wCFNuUFgwE,0,0,0.9594372701316801,0.040562729868319894,busy dreaming sorts creative mayhem yeari think need proper job soon stop head leaking,True
"current weather in Bergen: thunderstorm, 6°C 93% humidity, wind 11kmh, pressure 980mb",0,1,0.4989324366357457,0.5010675633642543,current weather bergen thunderstorm c humidity wind kmh pressure mb,False
A devastating and thorough refutation of and Ned Flanders' stream where they annihilated orthodox straw men…,0,0,0.7484696951789702,0.2515303048210297,devastating thorough refutation ned flanders stream annihilated orthodox straw men,True
"We're at 5.9 motorist fatalities per billion km, Netherlands at 4.7--which would suggest dropping from 36,56… https://t.co/V8y0EwfsOq",0,0,0.8488742304955443,0.1511257695044556,motorist fatalities per billion km netherlands would suggest dropping,True
Deadliest disasters: Earthquakes Floods Forest Fire Volcanic Eruption M0d! &amp; $h,0,0,0.703426711851069,0.296573288148931,deadliest disasters earthquakes floods forest fire volcanic eruption md amp h,True
They tell lies. A train I get was showing as cancelled due to lack of crew. An hour late…,1,0,0.6224312958517306,0.3775687041482694,tell lies train get showing cancelled due lack crew hour late,False
into getting pho instead of settling for other expensive upper manhattan places :] so we got pho and i was panickin… https://t.co/jF5bCVe0ay,0,0,0.8903269453641016,0.10967305463589837,getting pho instead settling expensive upper manhattan places got pho panickin,True
Helmets are too awkward to hold and swing hard enough to make loud bang bangs. Bat is most… https://t.co/LLU7cLV30g,0,0,0.9506328055060321,0.04936719449396786,helmets awkward hold swing hard enough make loud bang bangs bat,True
"In Mulan (1998), in the song I'll Make A Man Out Of You, the lines ""We must be as swift as the coursing river"", ""With all…",0,0,0.9002571760521902,0.09974282394780974,mulan song ill make man lines must swift coursing river,True
Someone must be thinking about resuming the draft. Why else would this man be a guest on C-SPAN Washington Journal?… https://t.co/dycHb2HvPW,0,0,0.9376954079184754,0.06230459208152463,someone must thinking resuming draft else would man guest cspan washington journal,True
Francis Ford Coppola and Dennis Hopper on the set of Apocalypse Now https://t.co/QtHYvhbJ4p,0,0,0.7472849340732816,0.25271506592671844,francis ford coppola dennis hopper set apocalypse,True
"""Meghan became a target because she is a mixed-race American with no aristocratic blood, who dared to import vaguely progr…",0,0,0.8938900989459918,0.10610990105400817,meghan became target mixedrace american aristocratic blood dared import vaguely progr,True
Are you trying to wreck me?? 😭😭😭,1,0,0.7760890844932054,0.2239109155067946,trying wreck,False
"Palestinian Intifada also entails suicide bombing, violence with rockets, brainwashing kids to pic… https://t.co/93mDpMTdrc",0,0,0.7993773907000326,0.2006226092999674,palestinian intifada also entails suicide bombing violence rockets brainwashing kids pic,True
. flight makes an emergency landing in Kolkata as passenger 'threatens to detonate bomb'. https://t.co/8lpZxHHtMy,1,0,0.8219970800473031,0.1780029199526969,flight makes emergency landing kolkata passenger threatens detonate bomb,False
"For more than 50 years, Big Oil knew their products caused climate change. But instead of warning the public, they lied t…",0,0,0.7282056341478946,0.2717943658521053,years big oil knew products caused climate change instead warning public lied,True
Few days back there were Intel reports of terrorist attack on Modi Ji's election rallies. Today J&amp;K DSP Davinder Singh was ca…,1,0,0.7980326095548995,0.20196739044510045,days back intel reports terrorist attack modi jis election rallies today jampk dsp davinder singh ca,False
A tragedy doesn't discrminate between beliefs and religion....,0,0,0.9115014654463812,0.08849853455361875,tragedy doesnt discrminate beliefs religion,True
#Lost! #CarolStream #IL (Boa Trail &amp; Spring Valley) Huntley - Male Golden Retriever - Labrador Retriever. Yellow. C… https://t.co/Nwt2EeD5MO,0,0,0.830867305698961,0.16913269430103905,lost carolstream il boa trail amp spring valley huntley male golden retriever labrador retriever yellow c,True
Mamata arrested a girl for posting a post on FB Shivsena workers saved head of a man for commenting on Uddhav Thackera…,0,0,0.7509368192701774,0.2490631807298226,mamata arrested girl posting post fb shivsena workers saved head man commenting uddhav thackera,True
Just a quick reminder that Puerto Rico has also been waiting for 2+ years for $18 billion in federal hurricane relief fun…,0,0,0.7208365605518088,0.2791634394481913,quick reminder puerto rico also waiting years billion federal hurricane relief fun,True
The current administration won’t do that. They’re more likely to obliterate projections. 😢,0,0,0.9185823867410498,0.08141761325895024,current administration wont theyre likely obliterate projections,True
It’s like you all try to one-up each other’s stupid. You don’t just run… https://t.co/5C2MIDkwJl,0,0,0.9613153009504488,0.038684699049551186,like try oneup others stupid dont run,True
Monster dust storm blankets several Australian states https://t.co/C2CqGXqja6 #grandsolar,1,0,0.5426864201665295,0.45731357983347054,monster dust storm blankets several australian states grandsolar,False
